Station Names,YEAR,Month,Max Temp,Min Temp,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Rainfall
Barisal,1949,1,29.4,12.3,68,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1949.01,0
Barisal,1950,1,30,14.1,77,0.453703704,0.8,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1950.01,0
Barisal,1951,1,28.2,12.3,77,0.453703704,0.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1951.01,0
Barisal,1952,1,26.6,12.3,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1952.01,2
Barisal,1953,1,30,13.3,75,0.453703704,1.6,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1953.01,10
Barisal,1954,1,27.8,12.7,72,0.453703704,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1954.01,0
Barisal,1955,1,26.6,12.3,77,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1955.01,2
Barisal,1956,1,29.4,14.3,74,0.453703704,0.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1956.01,17
Barisal,1957,1,30.1,15.1,80,0.453703704,1,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1957.01,104
Barisal,1958,1,31.1,15.5,77,0.453703704,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1958.01,0
Barisal,1959,1,29.9,14.5,77,0.453703704,1.4,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1959.01,24
Barisal,1960,1,27.3,12.8,71,0.3,1.3,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1960.01,0
Barisal,1961,1,28.8,14.5,73,0.2,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1961.01,8
Barisal,1962,1,28.3,11.6,74,0.3,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1962.01,0
Barisal,1963,1,27.7,12.2,67,0.2,0.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1963.01,0
Barisal,1964,1,26.6,12.3,77,0.4,0.9,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1964.01,0
Barisal,1965,1,26.6,12.3,80,0.1,1.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1965.01,0
Barisal,1966,1,26.6,12.3,82,0.5,2.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1966.01,19
Barisal,1967,1,26.6,12.3,78,0.4,2.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.01,42
Barisal,1968,1,28.9,12.2,75,0.6,0.9,8,41950,536809.8,510151.9,22.7,90.36,4,1968.01,0
Barisal,1969,1,27.9,10.6,74,0.6,1,8.3,41950,536809.8,510151.9,22.7,90.36,4,1969.01,0
Barisal,1970,1,26.7,11.6,78,0.5,2.1,8.7,41950,536809.8,510151.9,22.7,90.36,4,1970.01,0
Barisal,1971,1,27.9,13.2,77,0.4,1.9,8.6,41950,536809.8,510151.9,22.7,90.36,4,1971.01,7
Barisal,1972,1,28.3,12.1,77,0.5,0.7,10.1,41950,536809.8,510151.9,22.7,90.36,4,1972.01,0
Barisal,1973,1,31.7,12.6,73,0.5,0.4,9.9,41950,536809.8,510151.9,22.7,90.36,4,1973.01,0
Barisal,1974,1,27.2,11.7,77,0.3,0.3,10.3,41950,536809.8,510151.9,22.7,90.36,4,1974.01,2
Barisal,1975,1,27.5,11.2,77,0.6,0.7,10.2,41950,536809.8,510151.9,22.7,90.36,4,1975.01,1
Barisal,1976,1,31.1,11.7,77,0.2,0.3,8.1,41950,536809.8,510151.9,22.7,90.36,4,1976.01,0
Barisal,1977,1,28.3,11.1,75,0.4,0.6,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.01,9
Barisal,1978,1,27.8,10.7,72,0.3,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1978.01,0
Barisal,1979,1,30.6,12,75,0.3,0.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.01,1
Barisal,1980,1,29.5,11.8,75,0.4,0.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.01,0
Barisal,1981,1,28,13.1,79,0.6,1.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1981.01,24
Barisal,1982,1,29.8,12.4,74,0.2,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1982.01,0
Barisal,1983,1,28.2,11.9,77,0.3,1.2,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.01,8
Barisal,1984,1,27.6,11.7,83,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.01,16
Barisal,1985,1,30.2,12.6,84,0.2,1.4,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.01,1
Barisal,1986,1,29.5,11.5,86,0.3,1.4,7.1,41950,536809.8,510151.9,22.7,90.36,4,1986.01,6
Barisal,1987,1,29.2,12,84,0.3,0.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1987.01,4
Barisal,1988,1,28,12.1,81,0.2,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,1988.01,0
Barisal,1989,1,27.1,10.2,79,0.3,0.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1989.01,0
Barisal,1990,1,29.9,12.5,83,0.3,0.5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1990.01,0
Barisal,1991,1,28.6,12.1,82,0.2,1.6,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.01,10
Barisal,1992,1,28,11.6,81,0.2,0.6,7,41950,536809.8,510151.9,22.7,90.36,4,1992.01,4
Barisal,1993,1,28.5,11.6,83,0.2,0.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1993.01,1
Barisal,1994,1,29.6,12.2,71,0.4,0.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1994.01,4
Barisal,1995,1,29,10.7,73,0.4,1.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,1995.01,1
Barisal,1996,1,29.4,12.4,80,0.2,0.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,1996.01,0
Barisal,1997,1,28.2,10.7,79,0.3,1.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1997.01,1
Barisal,1998,1,29,11.8,88,0.7,2.4,5.5,41950,536809.8,510151.9,22.7,90.36,4,1998.01,148
Barisal,1999,1,30,12.1,82,0.5,0.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1999.01,0
Barisal,2000,1,30,12.4,81,0.4,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2000.01,0
Barisal,2001,1,29.5,10.1,81,0.1,0.3,8.9,41950,536809.8,510151.9,22.7,90.36,4,2001.01,0
Barisal,2002,1,29,13,85,0.1,1.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2002.01,19
Barisal,2003,1,28.6,11.1,81,0.2,1.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.01,0
Barisal,2004,1,29,13,82,0.2,2.3,6,41950,536809.8,510151.9,22.7,90.36,4,2004.01,0
Barisal,2005,1,29.5,12.5,87,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01,11
Barisal,2006,1,29.6,12.1,81,0.5,0.9,7.7,41950,536809.8,510151.9,22.7,90.36,4,2006.01,0
Barisal,2007,1,29.4,11.2,81,0.2,0.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2007.01,0
Barisal,2008,1,30,13.2,81,0.4,1.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2008.01,41
Barisal,2009,1,29,13.6,82,1.7,0.5,6.8,41950,536809.8,510151.9,22.7,90.36,4,2009.01,0
Barisal,2010,1,28.9,10.8,81,1.9,1,7.1,41950,536809.8,510151.9,22.7,90.36,4,2010.01,0
Barisal,2011,1,29,10.9,79,1,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2011.01,0
Barisal,2012,1,28.8,13,82,1.9,2,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01,31
Barisal,2013,1,28.7,10.6,80,1.4,0.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,2013.01,0
Barisal,1949,2,33.9,15.2,63,0.659259259,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1949.02,9
Barisal,1950,2,31.7,16.6,76,0.659259259,1.7,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1950.02,90
Barisal,1951,2,32.3,16,76,0.659259259,0.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1951.02,0
Barisal,1952,2,30.6,15.2,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1952.02,8
Barisal,1953,2,32.8,15.5,75,0.659259259,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1953.02,3
Barisal,1954,2,33.4,17.9,73,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1954.02,3
Barisal,1955,2,30.5,15.2,75,0.659259259,1.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1955.02,8
Barisal,1956,2,32.8,14.9,69,0.659259259,1.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1956.02,0
Barisal,1957,2,30.6,16.3,80,0.659259259,1.6,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1957.02,13
Barisal,1958,2,30.5,16.6,75,0.659259259,2.3,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1958.02,12
Barisal,1959,2,30.5,15.6,80,0.659259259,1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1959.02,5
Barisal,1960,2,32.7,16.5,77,0.1,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1960.02,0
Barisal,1961,2,31.6,14.9,70,0.3,2.2,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1961.02,43
Barisal,1962,2,31.6,16.2,70,0.2,2.1,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1962.02,44
Barisal,1963,2,32.7,17.3,65,0.2,0.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1963.02,0
Barisal,1964,2,30.6,15.2,75,0.8,1.9,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1964.02,2
Barisal,1965,2,30.5,15.2,76,0.5,1.8,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1965.02,44
Barisal,1966,2,30.5,15.2,77,0.4,0.5,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1966.02,0
Barisal,1967,2,33.8,15.6,75,0.7,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.02,0
Barisal,1968,2,31.1,15,73,0.7,1.9,8.1,41950,536809.8,510151.9,22.7,90.36,4,1968.02,14
Barisal,1969,2,34.2,14.9,69,0.7,1.4,8.5,41950,536809.8,510151.9,22.7,90.36,4,1969.02,0
Barisal,1970,2,31.6,15.3,74,0.6,2.1,8.9,41950,536809.8,510151.9,22.7,90.36,4,1970.02,24
Barisal,1971,2,31.4,14.7,75,0.6,1.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1971.02,1
Barisal,1972,2,31.4,13.3,74,1.1,1.8,9.6,41950,536809.8,510151.9,22.7,90.36,4,1972.02,58
Barisal,1973,2,33.5,16.3,72,1.1,1.9,9.7,41950,536809.8,510151.9,22.7,90.36,4,1973.02,12
Barisal,1974,2,34.2,14.1,70,0.7,0.4,10.8,41950,536809.8,510151.9,22.7,90.36,4,1974.02,0
Barisal,1975,2,32.2,14.6,75,0.6,1,10.1,41950,536809.8,510151.9,22.7,90.36,4,1975.02,1
Barisal,1976,2,32.5,14.8,79,0.5,1.4,8.4,41950,536809.8,510151.9,22.7,90.36,4,1976.02,20
Barisal,1977,2,31.4,13.5,74,0.7,1.4,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.02,36
Barisal,1978,2,31.4,14.2,68,0.3,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1978.02,0
Barisal,1979,2,32.2,13.7,70,0.5,1.2,9.5,41950,536809.8,510151.9,22.7,90.36,4,1979.02,14
Barisal,1980,2,32,14.1,75,0.4,1.5,9,41950,536809.8,510151.9,22.7,90.36,4,1980.02,55
Barisal,1981,2,33.1,15.7,76,0.5,1.5,7.8,41950,536809.8,510151.9,22.7,90.36,4,1981.02,43
Barisal,1982,2,30.6,16.2,76,0.3,2.2,8.3,41950,536809.8,510151.9,22.7,90.36,4,1982.02,57
Barisal,1983,2,31.4,14.4,73,0.6,2.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.02,39
Barisal,1984,2,32.6,13.4,77,0.5,1.8,8.4,41950,536809.8,510151.9,22.7,90.36,4,1984.02,0
Barisal,1985,2,31.4,14.3,77,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,1985.02,2
Barisal,1986,2,32,14.7,81,0.3,1.5,8.6,41950,536809.8,510151.9,22.7,90.36,4,1986.02,0
Barisal,1987,2,33.3,14.8,80,0.2,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1987.02,3
Barisal,1988,2,31,15.6,79,0.3,1.6,7.9,41950,536809.8,510151.9,22.7,90.36,4,1988.02,22
Barisal,1989,2,31.6,15.7,75,0.6,0.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.02,14
Barisal,1990,2,31.7,17.4,81,0.4,3.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1990.02,79
Barisal,1991,2,33.2,16.5,80,0.5,1,8.1,41950,536809.8,510151.9,22.7,90.36,4,1991.02,14
Barisal,1992,2,29.5,15.3,82,0.6,2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.02,98
Barisal,1993,2,31.6,16.3,83,0.7,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,1993.02,35
Barisal,1994,2,31,14.6,72,0.4,1.4,7.8,41950,536809.8,510151.9,22.7,90.36,4,1994.02,13
Barisal,1995,2,31,15,73,0.3,2.1,7,41950,536809.8,510151.9,22.7,90.36,4,1995.02,62
Barisal,1996,2,31.5,15,76,0.4,1.6,8.7,41950,536809.8,510151.9,22.7,90.36,4,1996.02,20
Barisal,1997,2,31.4,14.6,79,0.5,1.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1997.02,30
Barisal,1998,2,31.5,15.4,79,0.5,2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1998.02,54
Barisal,1999,2,34.8,15.1,78,0.7,1.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1999.02,0
Barisal,2000,2,29.2,14.3,78,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2000.02,16
Barisal,2001,2,32.1,14.9,79,0.6,1.4,8.6,41950,536809.8,510151.9,22.7,90.36,4,2001.02,17
Barisal,2002,2,34,14.2,77,0.3,0.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,2002.02,0
Barisal,2003,2,31.5,16.1,75,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,2003.02,4
Barisal,2004,2,33.1,15.2,77,0.4,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2004.02,0
Barisal,2005,2,33.6,16.9,78,0.7,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,2005.02,0
Barisal,2006,2,35.6,18.4,80,0.8,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,2006.02,0
Barisal,2007,2,31.2,16,81,0.4,2,6.9,41950,536809.8,510151.9,22.7,90.36,4,2007.02,72
Barisal,2008,2,30,14.2,77,0.6,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,2008.02,24
Barisal,2009,2,33.6,16,75,3.1,0.8,8.5,41950,536809.8,510151.9,22.7,90.36,4,2009.02,20
Barisal,2010,2,32.6,15.6,75,1.7,1.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,2010.02,1
Barisal,2011,2,31.5,15.3,73,2,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2011.02,0
Barisal,2012,2,34.2,14.3,73,2.4,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,2012.02,2
Barisal,2013,2,32.3,14.8,76,1.3,1.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2013.02,6
Barisal,1949,3,36.7,20.2,59,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1949.03,8
Barisal,1950,3,36.1,20.5,70,1.085185185,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1950.03,13
Barisal,1951,3,35.6,21.5,70,1.085185185,4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1951.03,67
Barisal,1952,3,33.3,20.2,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1952.03,33
Barisal,1953,3,35,22.9,78,1.085185185,3.1,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1953.03,3
Barisal,1954,3,36.7,20.5,65,1.085185185,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1954.03,56
Barisal,1955,3,33.3,20.2,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1955.03,33
Barisal,1956,3,36.7,21.5,72,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1956.03,20
Barisal,1957,3,36.6,20,70,1.085185185,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1957.03,0
Barisal,1958,3,33.6,16.5,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1958.03,51
Barisal,1959,3,36.4,20.6,72,1.085185185,1.5,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1959.03,59
Barisal,1960,3,34.9,19.6,69,0.6,1.8,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1960.03,36
Barisal,1961,3,34.4,22.8,79,0.9,2.9,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1961.03,51
Barisal,1962,3,37.2,19.9,58,0.2,0.6,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1962.03,0
Barisal,1963,3,36.6,20.2,61,0.6,1.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1963.03,260
Barisal,1964,3,33.3,20.2,73,1.2,2.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1964.03,3
Barisal,1965,3,33.3,20.2,74,0.5,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1965.03,34
Barisal,1966,3,33.3,20.2,77,1.1,3.2,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1966.03,0
Barisal,1967,3,33.4,19,76,1.2,3.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,1967.03,92
Barisal,1968,3,36.7,19.3,69,1.1,2.8,7.2,41950,536809.8,510151.9,22.7,90.36,4,1968.03,86
Barisal,1969,3,35,20.9,77,1.2,3.6,7.8,41950,536809.8,510151.9,22.7,90.36,4,1969.03,107
Barisal,1970,3,35.4,21.1,74,1.7,3.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1970.03,5
Barisal,1971,3,34.7,18.7,73,0.9,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,1971.03,6
Barisal,1972,3,35,20.4,72,1.3,2.2,10.2,41950,536809.8,510151.9,22.7,90.36,4,1972.03,0
Barisal,1973,3,36.4,19.1,74,0.7,1.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,1973.03,81
Barisal,1974,3,35.6,21,77,1.5,2.8,8.7,41950,536809.8,510151.9,22.7,90.36,4,1974.03,149
Barisal,1975,3,33.3,20.2,73,1,2.4,10.5,41950,536809.8,510151.9,22.7,90.36,4,1975.03,33
Barisal,1976,3,35.6,21.5,78,1.3,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1976.03,2
Barisal,1977,3,34.9,21.3,75,1.3,1.9,8.3,41950,536809.8,510151.9,22.7,90.36,4,1977.03,0
Barisal,1978,3,36.9,18.5,65,0.5,1.7,8.2,41950,536809.8,510151.9,22.7,90.36,4,1978.03,14
Barisal,1979,3,35.6,19.2,66,1.2,1.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.03,30
Barisal,1980,3,34.5,19.4,75,0.9,2.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1980.03,47
Barisal,1981,3,33.5,19.5,77,1,3.6,6.6,41950,536809.8,510151.9,22.7,90.36,4,1981.03,115
Barisal,1982,3,35.2,19.3,71,0.6,2.4,9.6,41950,536809.8,510151.9,22.7,90.36,4,1982.03,17
Barisal,1983,3,35.3,21.2,76,1.4,2.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1983.03,18
Barisal,1984,3,36.6,19.7,74,1.1,1.6,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.03,1
Barisal,1985,3,36.7,22.4,81,1.8,3.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.03,45
Barisal,1986,3,38.4,20.4,75,0.8,1.2,8.4,41950,536809.8,510151.9,22.7,90.36,4,1986.03,7
Barisal,1987,3,37.2,19.9,77,0.9,2.9,8,41950,536809.8,510151.9,22.7,90.36,4,1987.03,8
Barisal,1988,3,35.2,21.1,77,0.7,3,8.2,41950,536809.8,510151.9,22.7,90.36,4,1988.03,65
Barisal,1989,3,36.2,19.9,70,0.7,2,8.8,41950,536809.8,510151.9,22.7,90.36,4,1989.03,1
Barisal,1990,3,33.6,19,82,0.7,4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1990.03,182
Barisal,1991,3,36.2,21.8,78,0.6,1.9,8.9,41950,536809.8,510151.9,22.7,90.36,4,1991.03,38
Barisal,1992,3,36,22.2,77,1.3,2.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1992.03,0
Barisal,1993,3,35.5,18.4,77,0.8,2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1993.03,173
Barisal,1994,3,34.8,21.3,73,1.3,2.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1994.03,92
Barisal,1995,3,36.7,19.2,68,0.5,1.3,8.7,41950,536809.8,510151.9,22.7,90.36,4,1995.03,6
Barisal,1996,3,35.2,22.3,77,1.2,2.7,8,41950,536809.8,510151.9,22.7,90.36,4,1996.03,12
Barisal,1997,3,35,21.1,81,0.9,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1997.03,79
Barisal,1998,3,34.5,17.9,75,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.03,273
Barisal,1999,3,38,20.5,74,1.1,1.8,5.9,41950,536809.8,510151.9,22.7,90.36,4,1999.03,0
Barisal,2000,3,34.6,19.8,77,1.1,3.1,6.3,41950,536809.8,510151.9,22.7,90.36,4,2000.03,50
Barisal,2001,3,35.6,19,75,0.5,2,8,41950,536809.8,510151.9,22.7,90.36,4,2001.03,4
Barisal,2002,3,36,19.8,72,0.6,2.3,8,41950,536809.8,510151.9,22.7,90.36,4,2002.03,36
Barisal,2003,3,34.8,19.5,77,0.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,2003.03,117
Barisal,2004,3,36.4,21.8,76,1.2,3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2004.03,11
Barisal,2005,3,36,22.1,83,0.9,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2005.03,138
Barisal,2006,3,37.5,21,77,0.6,2.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2006.03,4
Barisal,2007,3,35.5,18.4,71,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,2007.03,33
Barisal,2008,3,35,21.9,78,1,3.6,6.9,41950,536809.8,510151.9,22.7,90.36,4,2008.03,22
Barisal,2009,3,35,21.1,77,2.3,2.8,7.5,41950,536809.8,510151.9,22.7,90.36,4,2009.03,13
Barisal,2010,3,36.9,22.9,73,3.1,2.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2010.03,1
Barisal,2011,3,35.5,20.1,72,3.2,2.5,8,41950,536809.8,510151.9,22.7,90.36,4,2011.03,34
Barisal,2012,3,35.8,21.8,75,1.8,2.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2012.03,11
Barisal,2013,3,36.2,21,76,1.9,1.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2013.03,5
Barisal,1949,4,33.9,23.9,71,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1949.04,140
Barisal,1950,4,37.2,24.2,75,1.772222222,3.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1950.04,66
Barisal,1951,4,36.7,24.3,75,1.772222222,4.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1951.04,137
Barisal,1952,4,34,23.9,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1952.04,85
Barisal,1953,4,36.7,25.1,76,1.772222222,3.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1953.04,46
Barisal,1954,4,37.1,25.6,72,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1954.04,14
Barisal,1955,4,34,23.9,78,1.772222222,3.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1955.04,85
Barisal,1956,4,37.2,24.3,77,1.772222222,2.6,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1956.04,92
Barisal,1957,4,37.3,24.9,85,1.772222222,2.3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1957.04,1
Barisal,1958,4,36.6,24.5,79,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1958.04,129
Barisal,1959,4,37.2,24.9,74,1.772222222,3.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1959.04,59
Barisal,1960,4,36.6,24.9,71,1,1.8,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1960.04,13
Barisal,1961,4,37.2,24.8,79,0.8,2.9,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1961.04,44
Barisal,1962,4,36.6,24.6,72,1.6,2.7,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1962.04,1
Barisal,1963,4,35.5,23.3,72,0.9,3.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1963.04,54
Barisal,1964,4,34,23.9,78,2.1,4.2,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1964.04,52
Barisal,1965,4,34,23.9,79,1.2,5.1,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1965.04,53
Barisal,1966,4,34,23.9,80,2,4.5,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1966.04,1
Barisal,1967,4,36.9,23,74,1.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,1967.04,105
Barisal,1968,4,35.9,23.4,77,1.8,4.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1968.04,64
Barisal,1969,4,36.4,23.5,77,1.8,3.9,7.6,41950,536809.8,510151.9,22.7,90.36,4,1969.04,82
Barisal,1970,4,35,24.3,80,2,3.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1970.04,91
Barisal,1971,4,34.1,23.6,78,1.4,4.6,8.3,41950,536809.8,510151.9,22.7,90.36,4,1971.04,138
Barisal,1972,4,37.2,23.7,77,2,4.1,10.5,41950,536809.8,510151.9,22.7,90.36,4,1972.04,121
Barisal,1973,4,36,25.2,79,2.6,3.7,9.6,41950,536809.8,510151.9,22.7,90.36,4,1973.04,42
Barisal,1974,4,35,23.4,82,2.2,4,10.3,41950,536809.8,510151.9,22.7,90.36,4,1974.04,187
Barisal,1975,4,34,23.9,78,1.6,3.7,9.9,41950,536809.8,510151.9,22.7,90.36,4,1975.04,85
Barisal,1976,4,37.2,23.9,77,1.8,3.1,8.3,41950,536809.8,510151.9,22.7,90.36,4,1976.04,100
